GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOM001,AOM002,AOM003,AOM004,AOM005,AOM006,AOM007,AOM008,AOF001
"G4200370","1880","Pennsylvania","420","Columbia","0370","Columbia",1,87,147,483,975,929,7,0,1424247
"G4200390","1880","Pennsylvania","420","Crawford","0390","Crawford",3,257,385,1701,3004,2085,9,0,3274800
"G4200410","1880","Pennsylvania","420","Cumberland","0410","Cumberland",1,209,262,433,728,1346,2,2,2507572
"G4200430","1880","Pennsylvania","420","Dauphin","0430","Dauphin",1,218,250,514,748,969,2,0,1865462
"G4200450","1880","Pennsylvania","420","Delaware","0450","Delaware",2,164,244,418,476,376,2,1,2538164
"G4200470","1880","Pennsylvania","420","Elk","0470","Elk",0,21,28,143,305,205,6,10,235049
"G4200490","1880","Pennsylvania","420","Erie","0490","Erie",0,234,349,1049,2092,1833,21,1,3028260
"G4200510","1880","Pennsylvania","420","Fayette","0510","Fayette",2,148,178,432,765,1640,52,14,1758011
"G4200530","1880","Pennsylvania","420","Forest","0530","Forest",0,5,6,42,100,140,5,1,113833
"G4200550","1880","Pennsylvania","420","Franklin","0550","Franklin",0,284,310,540,640,1815,12,1,2624574
"G4200570","1880","Pennsylvania","420","Fulton","0570","Fulton",6,28,31,125,240,847,14,3,500681
"G4200590","1880","Pennsylvania","420","Greene","0590","Greene",0,98,147,341,662,1589,57,6,1434089
"G4200610","1880","Pennsylvania","420","Huntingdon","0610","Huntingdon",0,106,99,239,464,1633,24,14,1280708
"G4200630","1880","Pennsylvania","420","Indiana","0630","Indiana",17,102,163,596,1321,2226,13,0,1810501
"G4200650","1880","Pennsylvania","420","Jefferson","0650","Jefferson",0,99,100,336,857,1166,14,4,933144
"G4200670","1880","Pennsylvania","420","Juniata","0670","Juniata",12,109,158,303,442,726,18,4,816285
"G4200690","1880","Pennsylvania","420","Lackawanna","0690","Lackawanna",0,111,98,325,570,595,6,2,937598
"G4200710","1880","Pennsylvania","420","Lancaster","0710","Lancaster",50,1507,1298,1729,2466,2011,6,3,9320202
"G4200730","1880","Pennsylvania","420","Lawrence","0730","Lawrence",3,163,180,530,923,833,4,0,1427091
"G4200750","1880","Pennsylvania","420","Lebanon","0750","Lebanon",0,340,336,452,585,756,3,4,1620316
"G4200770","1880","Pennsylvania","420","Lehigh","0770","Lehigh",2,447,601,891,925,675,5,0,2416815
"G4200790","1880","Pennsylvania","420","Luzerne","0790","Luzerne",5,120,170,569,1114,947,24,8,1526176
"G4200810","1880","Pennsylvania","420","Lycoming","0810","Lycoming",1,166,193,518,1123,1422,21,8,1952785
"G4200830","1880","Pennsylvania","420","McKean","0830","Mckean",7,28,30,281,480,370,7,4,513066
"G4200850","1880","Pennsylvania","420","Mercer","0850","Mercer",7,242,294,853,1798,1629,10,2,2342200
"G4200870","1880","Pennsylvania","420","Mifflin","0870","Mifflin",4,33,37,124,229,688,12,4,918446
"G4200890","1880","Pennsylvania","420","Monroe","0890","Monroe",1,52,83,306,592,714,20,6,747275
"G4200910","1880","Pennsylvania","420","Montgomery","0910","Montgomery",4,824,965,1873,1743,703,2,0,6086078
"G4200930","1880","Pennsylvania","420","Montour","0930","Montour",0,58,77,127,280,316,0,0,485521
"G4200950","1880","Pennsylvania","420","Northampton","0950","Northampton",9,560,700,981,1085,668,1,0,1970349
"G4200970","1880","Pennsylvania","420","Northumberland","0970","Northumberland",0,182,179,444,766,962,1,0,1552211
"G4200990","1880","Pennsylvania","420","Perry","0990","Perry",3,151,166,416,629,1079,15,10,1170397
"G4201010","1880","Pennsylvania","420","Philadelphia","1010","Philadelphia",7,96,131,264,217,65,0,0,1434240
"G4201030","1880","Pennsylvania","420","Pike","1030","Pike",0,15,33,128,242,421,17,13,277575
"G4201050","1880","Pennsylvania","420","Potter","1050","Potter",5,34,44,264,851,889,8,5,883941
"G4201070","1880","Pennsylvania","420","Schuylkill","1070","Schuylkill",4,252,266,702,807,761,9,4,1492827
"G4201090","1880","Pennsylvania","420","Snyder","1090","Snyder",2,160,158,369,582,625,3,1,861822
"G4201110","1880","Pennsylvania","420","Somerset","1110","Somerset",0,134,156,377,548,2113,55,10,1788943
"G4201130","1880","Pennsylvania","420","Sullivan","1130","Sullivan",0,15,12,83,338,465,13,0,389674
"G4201150","1880","Pennsylvania","420","Susquehanna","1150","Susquehanna",0,170,163,576,1636,2249,17,3,2388126
"G4201170","1880","Pennsylvania","420","Tioga","1170","Tioga",4,105,165,708,1612,1835,34,6,2462739
"G4201190","1880","Pennsylvania","420","Union","1190","Union",0,68,105,263,374,485,5,1,926591
"G4201210","1880","Pennsylvania","420","Venango","1210","Venango",0,90,118,369,977,1242,11,1,1122371
"G4201230","1880","Pennsylvania","420","Warren","1230","Warren",0,99,159,569,932,897,31,9,1175339
"G4201250","1880","Pennsylvania","420","Washington","1250","Washington",0,361,220,406,843,2618,32,1,3671369
"G4201270","1880","Pennsylvania","420","Wayne","1270","Wayne",0,87,139,660,1353,1312,30,5,1419816
"G4201290","1880","Pennsylvania","420","Westmoreland","1290","Westmoreland",5,253,347,704,1427,2629,18,6,2907171
"G4201310","1880","Pennsylvania","420","Wyoming","1310","Wyoming",0,44,79,231,640,650,3,0,818741
"G4201330","1880","Pennsylvania","420","York","1330","York",31,594,929,1814,1962,1990,5,2,4623232
"G4400010","1880","Rhode Island","440","Bristol","0010","Bristol",1,49,61,86,54,30,0,0,194493
"G4400030","1880","Rhode Island","440","Kent","0030","Kent",1,16,43,130,235,324,7,3,397056
"G4400050","1880","Rhode Island","440","Newport","0050","Newport",4,97,151,343,221,155,4,0,748226
"G4400070","1880","Rhode Island","440","Providence","0070","Providence",5,173,253,595,817,723,7,2,1616329
"G4400090","1880","Rhode Island","440","Washington","0090","Washington",1,83,99,237,379,797,30,0,714031
"G4500010","1880","South Carolina","450","Abbeville","0010","Abbeville",3,105,352,1496,598,1309,182,50,1789299
"G4500030","1880","South Carolina","450","Aiken","0030","Aiken",7,126,190,682,445,930,147,79,1129227
"G4500070","1880","South Carolina","450","Anderson","0070","Anderson",2,57,365,1295,1014,1398,65,8,1660102
"G4500110","1880","South Carolina","450","Barnwell","0110","Barnwell",0,40,147,1031,572,1412,202,70,2138913
"G4500130","1880","South Carolina","450","Beaufort","0130","Beaufort",16,1308,1395,613,78,105,43,35,863611
"G4500190","1880","South Carolina","450","Charleston","0190","Charleston",18,1729,1028,720,260,534,146,151,1628848
"G4500230","1880","South Carolina","450","Chester","0230","Chester",0,11,113,757,292,708,110,34,1373814
"G4500250","1880","South Carolina","450","Chesterfield","0250","Chesterfield",10,117,382,493,270,544,78,43,616760
"G4500270","1880","South Carolina","450","Clarendon","0270","Clarendon",0,401,639,652,307,607,77,42,717084
"G4500290","1880","South Carolina","450","Colleton","0290","Colleton",9,478,540,554,399,982,165,89,1191957
"G4500310","1880","South Carolina","450","Darlington","0310","Darlington",3,187,456,1362,516,907,100,35,1777880
"G4500370","1880","South Carolina","450","Edgefield","0370","Edgefield",12,79,440,2033,765,1357,169,59,2431956
"G4500390","1880","South Carolina","450","Fairfield","0390","Fairfield",2,31,197,1332,399,686,153,51,1586923
"G4500430","1880","South Carolina","450","Georgetown","0430","Georgetown",2,70,65,76,99,183,69,63,530283
"G4500450","1880","South Carolina","450","Greenville","0450","Greenville",1,200,674,1277,636,1167,67,21,1299970
"G4500490","1880","South Carolina","450","Hampton","0490","Hampton",2,90,189,435,235,475,97,82,723384
"G4500510","1880","South Carolina","450","Horry","0510","Horry",0,91,96,135,306,808,140,61,285805
"G4500550","1880","South Carolina","450","Kershaw","0550","Kershaw",1,51,303,562,184,473,101,70,800515
"G4500570","1880","South Carolina","450","Lancaster","0570","Lancaster",0,60,245,705,229,602,88,36,959869
"G4500590","1880","South Carolina","450","Laurens","0590","Laurens",0,18,54,354,533,1250,100,17,1753374
"G4500630","1880","South Carolina","450","Lexington","0630","Lexington",1,46,199,482,406,1032,113,42,806239
"G4500670","1880","South Carolina","450","Marion","0670","Marion",1,184,462,951,606,1187,167,73,1696076
"G4500690","1880","South Carolina","450","Marlboro","0690","Marlboro",0,9,66,575,299,476,57,40,1527278
"G4500710","1880","South Carolina","450","Newberry","0710","Newberry",0,45,124,881,401,909,104,15,1537271
"G4500730","1880","South Carolina","450","Oconee","0730","Oconee",0,32,102,210,292,834,83,24,421842
"G4500750","1880","South Carolina","450","Orangeburg","0750","Orangeburg",3,155,464,1269,596,1273,215,96,1741394
"G4500770","1880","South Carolina","450","Pickens","0770","Pickens",5,65,409,604,259,637,68,20,502960
"G4500790","1880","South Carolina","450","Richland","0790","Richland",1,215,607,791,231,327,42,32,709313
"G4500830","1880","South Carolina","450","Spartanburg","0830","Spartanburg",3,52,506,1382,706,1459,100,25,1714445
"G4500850","1880","South Carolina","450","Sumter","0850","Sumter",2,565,889,1457,437,683,92,42,1613140
"G4500870","1880","South Carolina","450","Union","0870","Union",2,44,229,1088,300,700,114,47,1246868
"G4500890","1880","South Carolina","450","Williamsburg","0890","Williamsburg",12,342,456,437,382,672,123,64,622395
"G4500910","1880","South Carolina","450","York","0910","York",0,32,136,826,560,1109,116,19,1709317
"G4700010","1880","Tennessee","470","Anderson","0010","Anderson",3,51,93,277,369,517,26,6,243071
"G4700030","1880","Tennessee","470","Bedford","0030","Bedford",0,121,262,740,818,986,34,4,1149819
"G4700050","1880","Tennessee","470","Benton","0050","Benton",2,40,171,180,335,679,42,13,401665
"G4700070","1880","Tennessee","470","Bledsoe","0070","Bledsoe",0,15,55,100,128,303,41,21,187204
"G4700090","1880","Tennessee","470","Blount","0090","Blount",2,52,95,239,440,843,32,13,458748
"G4700110","1880","Tennessee","470","Bradley","0110","Bradley",0,9,16,139,223,668,41,5,352551
"G4700130","1880","Tennessee","470","Campbell","0130","Campbell",0,75,120,210,304,601,41,24,230626
"G4700150","1880","Tennessee","470","Cannon","0150","Cannon",1,103,206,335,415,561,23,1,594425
"G4700170","1880","Tennessee","470","Carroll","0170","Carroll",1,81,334,531,848,1197,30,6,1232749
"G4700190","1880","Tennessee","470","Carter","0190","Carter",0,85,126,300,336,369,27,14,265503
"G4700210","1880","Tennessee","470","Cheatham","0210","Cheatham",1,29,153,247,199,393,24,8,307708
"G4700250","1880","Tennessee","470","Claiborne","0250","Claiborne",0,119,186,318,368,686,51,12,308742
"G4700270","1880","Tennessee","470","Clay","0270","Clay",1,48,133,154,203,423,34,7,216677
"G4700290","1880","Tennessee","470","Cocke","0290","Cocke",0,126,207,446,405,607,30,11,413472
"G4700310","1880","Tennessee","470","Coffee","0310","Coffee",0,24,66,245,392,665,35,4,371821
"G4700330","1880","Tennessee","470","Crockett","0330","Crockett",0,43,355,606,519,394,20,4,882605
"G4700350","1880","Tennessee","470","Cumberland","0350","Cumberland",0,18,25,62,173,377,41,19,106543
"G4700370","1880","Tennessee","470","Davidson","0370","Davidson",2,212,430,850,602,741,45,22,1516702
"G4700390","1880","Tennessee","470","Decatur","0390","Decatur",0,60,264,211,252,508,33,10,396925
"G4700410","1880","Tennessee","470","DeKalb","0410","De Kalb",0,54,157,398,532,632,10,3,434572
"G4700430","1880","Tennessee","470","Dickson","0430","Dickson",0,71,144,309,462,750,25,5,414428
"G4700450","1880","Tennessee","470","Dyer","0450","Dyer",0,73,586,570,398,480,26,19,922304
"G4700470","1880","Tennessee","470","Fayette","0470","Fayette",2,21,197,1345,891,1010,95,23,2619528
"G4700490","1880","Tennessee","470","Fentress","0490","Fentress",3,27,85,139,216,443,34,27,158998
"G4700510","1880","Tennessee","470","Franklin","0510","Franklin",0,45,166,368,454,728,33,18,540992
"G4700530","1880","Tennessee","470","Gibson","0530","Gibson",7,129,552,980,1246,1133,29,3,1974533
"G4700550","1880","Tennessee","470","Giles","0550","Giles",0,60,218,560,837,1163,51,12,1506242
"G4700570","1880","Tennessee","470","Grainger","0570","Grainger",0,38,122,356,384,593,36,7,322128
"G4700590","1880","Tennessee","470","Greene","0590","Greene",0,139,200,593,722,1223,39,19,747188
"G4700610","1880","Tennessee","470","Grundy","0610","Grundy",10,10,33,79,94,211,11,8,77471
"G4700630","1880","Tennessee","470","Hamblen","0630","Hamblen",0,51,117,235,206,360,5,0,212702
"G4700650","1880","Tennessee","470","Hamilton","0650","Hamilton",0,16,70,165,184,446,36,13,381534
"G4700670","1880","Tennessee","470","Hancock","0670","Hancock",0,95,135,219,255,427,27,4,213024
"G4700690","1880","Tennessee","470","Hardeman","0690","Hardeman",0,34,210,629,650,1251,69,22,1719173
"G4700710","1880","Tennessee","470","Hardin","0710","Hardin",1,50,371,388,326,725,65,30,686106
"G4700730","1880","Tennessee","470","Hawkins","0730","Hawkins",0,107,166,400,517,972,60,16,603185
"G4700750","1880","Tennessee","470","Haywood","0750","Haywood",0,45,325,756,521,659,68,27,1628283
"G4700770","1880","Tennessee","470","Henderson","0770","Henderson",3,47,369,431,654,1246,41,11,1043923
"G4700790","1880","Tennessee","470","Henry","0790","Henry",0,79,273,591,834,1096,26,14,903360
"G4700810","1880","Tennessee","470","Hickman","0810","Hickman",0,54,165,195,280,745,79,31,542182
"G4700830","1880","Tennessee","470","Houston","0830","Houston",0,17,55,84,98,227,23,15,155677
"G4700850","1880","Tennessee","470","Humphreys","0850","Humphreys",0,45,150,196,239,638,58,22,509375
"G4700870","1880","Tennessee","470","Jackson","0870","Jackson",51,74,178,295,408,619,28,4,359413
"G4700875","1880","Tennessee","470","James","0875","James",0,2,50,123,137,285,19,4,165249
"G4700890","1880","Tennessee","470","Jefferson","0890","Jefferson",1,74,85,260,365,645,23,2,436668
"G4700910","1880","Tennessee","470","Johnson","0910","Johnson",0,52,68,164,222,371,25,18,165650
"G4700930","1880","Tennessee","470","Knox","0930","Knox",1,169,273,643,811,1107,30,8,913971
"G4700950","1880","Tennessee","470","Lake","0950","Lake",0,111,203,287,106,120,9,12,399708
"G4700970","1880","Tennessee","470","Lauderdale","0970","Lauderdale",0,88,651,770,327,344,19,10,1021756
"G4700990","1880","Tennessee","470","Lawrence","0990","Lawrence",1,41,85,128,235,776,51,15,359836
"G4701010","1880","Tennessee","470","Lewis","1010","Lewis",0,7,47,31,93,131,21,8,79935
"G4701030","1880","Tennessee","470","Lincoln","1030","Lincoln",0,71,346,597,646,1033,41,11,1065369
"G4701050","1880","Tennessee","470","Loudon","1050","Loudon",0,20,73,201,166,447,31,17,368133
"G4701070","1880","Tennessee","470","McMinn","1070","Mcminn",4,22,38,133,262,829,57,6,479774
"G4701090","1880","Tennessee","470","McNairy","1090","Mcnairy",2,34,441,421,442,1129,41,9,911203
"G4701110","1880","Tennessee","470","Macon","1110","Macon",0,31,102,240,369,619,29,5,259752
"G4701130","1880","Tennessee","470","Madison","1130","Madison",1,21,234,503,538,955,70,10,1501518
"G4701150","1880","Tennessee","470","Marion","1150","Marion",0,25,49,177,190,318,48,27,284977
"G4701170","1880","Tennessee","470","Marshall","1170","Marshall",2,68,201,520,610,827,23,2,783269
"G4701190","1880","Tennessee","470","Maury","1190","Maury",33,203,504,982,782,1139,62,19,1813776
"G4701210","1880","Tennessee","470","Meigs","1210","Meigs",0,11,18,76,109,390,39,3,322330
"G4701230","1880","Tennessee","470","Monroe","1230","Monroe",24,63,139,235,351,783,48,20,461079
"G4701250","1880","Tennessee","470","Montgomery","1250","Montgomery",2,69,175,445,496,992,50,12,1241880
"G4701270","1880","Tennessee","470","Moore","1270","Moore",0,33,109,238,223,251,6,1,215959
"G4701290","1880","Tennessee","470","Morgan","1290","Morgan",0,14,12,48,113,380,36,16,124780
"G4701310","1880","Tennessee","470","Obion","1310","Obion",0,49,293,544,709,877,36,6,1057445
"G4701330","1880","Tennessee","470","Overton","1330","Overton",0,36,95,216,475,937,44,9,299654
"G4701350","1880","Tennessee","470","Perry","1350","Perry",7,52,197,138,120,429,55,20,392406
"G4701390","1880","Tennessee","470","Polk","1390","Polk",0,12,37,121,202,383,41,4,207615
"G4701410","1880","Tennessee","470","Putnam","1410","Putnam",0,40,68,247,432,730,33,4,294592
"G4701430","1880","Tennessee","470","Rhea","1430","Rhea",0,18,40,98,99,298,31,11,255570
"G4701450","1880","Tennessee","470","Roane","1450","Roane",0,51,137,299,378,609,44,10,512937
"G4701470","1880","Tennessee","470","Robertson","1470","Robertson",2,69,105,334,558,1033,39,8,852162
"G4701490","1880","Tennessee","470","Rutherford","1490","Rutherford",13,96,469,1233,953,1146,52,5,1632976
"G4701510","1880","Tennessee","470","Scott","1510","Scott",0,49,46,79,176,487,58,30,127675
"G4701530","1880","Tennessee","470","Sequatchie","1530","Sequatchie",0,23,54,77,70,162,14,4,91046
"G4701550","1880","Tennessee","470","Sevier","1550","Sevier",29,96,124,362,540,791,51,21,406126
"G4701570","1880","Tennessee","470","Shelby","1570","Shelby",0,131,371,1158,902,1010,81,23,3253422
"G4701590","1880","Tennessee","470","Smith","1590","Smith",0,60,181,326,533,774,73,9,605994
"G4701610","1880","Tennessee","470","Stewart","1610","Stewart",1,51,187,239,314,498,31,10,548241
"G4701630","1880","Tennessee","470","Sullivan","1630","Sullivan",1,104,140,423,512,802,33,14,661291
"G4701650","1880","Tennessee","470","Sumner","1650","Sumner",0,117,152,438,737,1099,34,4,691589
"G4701670","1880","Tennessee","470","Tipton","1670","Tipton",0,45,408,694,632,690,39,10,1558818
"G4701690","1880","Tennessee","470","Trousdale","1690","Trousdale",0,32,61,165,196,253,3,0,242637
"G4701710","1880","Tennessee","470","Unicoi","1710","Unicoi",0,11,22,112,146,194,6,13,87492
"G4701730","1880","Tennessee","470","Union","1730","Union",0,27,75,207,380,561,19,0,277674
"G4701750","1880","Tennessee","470","Van Buren","1750","Van Buren",0,10,19,38,63,190,28,10,94851
"G4701770","1880","Tennessee","470","Warren","1770","Warren",0,74,116,291,460,811,42,12,471844
"G4701790","1880","Tennessee","470","Washington","1790","Washington",0,126,172,294,440,750,23,4,529975
"G4701810","1880","Tennessee","470","Wayne","1810","Wayne",3,60,207,137,171,747,77,28,418215
"G4701830","1880","Tennessee","470","Weakley","1830","Weakley",0,92,438,954,1052,1011,29,2,1285891
"G4701850","1880","Tennessee","470","White","1850","White",0,58,118,280,368,626,33,7,313394
"G4701870","1880","Tennessee","470","Williamson","1870","Williamson",0,123,406,848,663,948,65,11,1982287
"G4701890","1880","Tennessee","470","Wilson","1890","Wilson",3,188,353,738,930,1303,33,5,1232043
"G4800010","1880","Texas","480","Anderson","0010","Anderson",0,11,102,242,214,838,91,40,590445
"G4800030","1880","Texas","480","Andrews","0030","Andrews",0,0,0,0,0,0,0,0,0
"G4800050","1880","Texas","480","Angelina","0050","Angelina",0,40,225,96,82,406,33,15,207276
"G4800070","1880","Texas","480","Aransas","0070","Aransas",0,2,2,3,1,5,1,4,2098
"G4800090","1880","Texas","480","Archer","0090","Archer",0,0,2,2,2,43,2,2,3160
"G4800110","1880","Texas","480","Armstrong","0110","Armstrong",0,0,0,0,0,0,0,1,0
"G4800130","1880","Texas","480","Atascosa","0130","Atascosa",0,42,34,50,52,291,40,42,84308
"G4800150","1880","Texas","480","Austin","0150","Austin",0,42,278,922,339,646,47,19,914670
"G4800170","1880","Texas","480","Bailey","0170","Bailey",0,0,0,0,0,0,0,0,0
"G4800190","1880","Texas","480","Bandera","0190","Bandera",0,2,9,24,15,209,31,34,57134
"G4800210","1880","Texas","480","Bastrop","0210","Bastrop",0,38,239,768,314,763,75,34,1066498
"G4800230","1880","Texas","480","Baylor","0230","Baylor",0,0,4,10,5,35,0,2,19115
"G4800250","1880","Texas","480","Bee","0250","Bee",0,10,15,11,15,88,37,76,110022
"G4800270","1880","Texas","480","Bell","0270","Bell",0,23,156,872,610,1069,70,33,957548
"G4800290","1880","Texas","480","Bexar","0290","Bexar",0,44,130,203,190,454,73,42,268865
"G4800310","1880","Texas","480","Blanco","0310","Blanco",0,9,19,25,47,355,36,28,55856
"G4800330","1880","Texas","480","Borden","0330","Borden",0,0,0,0,0,0,0,0,0
"G4800350","1880","Texas","480","Bosque","0350","Bosque",0,13,56,143,183,745,52,36,420723
"G4800370","1880","Texas","480","Bowie","0370","Bowie",0,25,171,220,126,441,47,23,461537
"G4800390","1880","Texas","480","Brazoria","0390","Brazoria",0,39,73,94,40,109,30,59,546124
"G4800410","1880","Texas","480","Brazos","0410","Brazos",4,40,283,572,244,425,36,26,610357
"G4800450","1880","Texas","480","Briscoe","0450","Briscoe",0,0,0,0,0,0,0,0,0
"G4800490","1880","Texas","480","Brown","0490","Brown",0,20,40,101,101,862,62,20,188294
"G4800510","1880","Texas","480","Burleson","0510","Burleson",0,11,101,279,166,379,35,19,349924
"G4800530","1880","Texas","480","Burnet","0530","Burnet",0,8,32,130,89,575,77,40,265213
"G4800550","1880","Texas","480","Caldwell","0550","Caldwell",0,9,139,490,241,482,41,19,532388
"G4800570","1880","Texas","480","Calhoun","0570","Calhoun",0,9,18,7,1,6,9,12,7280
"G4800590","1880","Texas","480","Callahan","0590","Callahan",0,6,25,38,35,224,9,9,21775
"G4800610","1880","Texas","480","Cameron","0610","Cameron",0,1,1,5,11,20,15,60,20300
"G4800630","1880","Texas","480","Camp","0630","Camp",0,16,56,128,112,273,12,10,369221
"G4800650","1880","Texas","480","Carson","0650","Carson",0,0,0,0,0,0,0,0,0
"G4800670","1880","Texas","480","Cass","0670","Cass",0,18,120,266,259,993,92,30,1043711
"G4800690","1880","Texas","480","Castro","0690","Castro",0,0,0,0,0,0,0,0,0
"G4800710","1880","Texas","480","Chambers","0710","Chambers",0,17,19,31,43,84,25,26,41236
"G4800730","1880","Texas","480","Cherokee","0730","Cherokee",0,22,164,292,306,1245,85,25,676822
"G4800750","1880","Texas","480","Childress","0750","Childress",0,0,0,0,0,0,0,0,0
"G4800770","1880","Texas","480","Clay","0770","Clay",0,4,31,65,88,418,21,8,127513
"G4800790","1880","Texas","480","Cochran","0790","Cochran",0,0,0,0,0,0,0,0,0
"G4800830","1880","Texas","480","Coleman","0830","Coleman",0,20,25,27,43,280,21,19,154727
"G4800850","1880","Texas","480","Collin","0850","Collin",0,50,331,1274,953,1008,54,22,1832448
"G4800870","1880","Texas","480","Collingsworth","0870","Collingsworth",0,0,0,0,0,0,0,0,0
"G4800890","1880","Texas","480","Colorado","0890","Colorado",0,20,160,537,263,569,74,43,1014126
"G4800910","1880","Texas","480","Comal","0910","Comal",0,7,32,119,77,329,62,35,206680
"G4800930","1880","Texas","480","Comanche","0930","Comanche",0,16,61,138,140,779,19,12,230939
"G4800950","1880","Texas","480","Concho","0950","Concho",0,0,0,0,0,2,0,1,0
"G4800970","1880","Texas","480","Cooke","0970","Cooke",2,38,278,614,566,861,29,11,808840
"G4800990","1880","Texas","480","Coryell","0990","Coryell",4,14,97,258,221,875,60,17,365798
"G4801010","1880","Texas","480","Cottle","1010","Cottle",0,0,0,0,0,0,0,0,0
"G4801050","1880","Texas","480","Crockett","1050","Crockett",0,0,1,0,0,13,1,0,250
"G4801070","1880","Texas","480","Crosby","1070","Crosby",0,0,0,0,0,1,0,1,0
"G4801110","1880","Texas","480","Dallam","1110","Dallam",0,0,0,0,0,0,0,0,0
"G4801130","1880","Texas","480","Dallas","1130","Dallas",0,66,174,712,614,1044,77,26,1656026
"G4801150","1880","Texas","480","Dawson","1150","Dawson",0,0,0,0,0,0,0,0,0
"G4801170","1880","Texas","480","Deaf Smith","1170","Deaf Smith",0,0,0,0,0,0,0,0,0
"G4801190","1880","Texas","480","Delta","1190","Delta",0,34,191,274,200,272,15,8,326143
"G4801210","1880","Texas","480","Denton","1210","Denton",0,27,211,619,527,901,52,19,869276
"G4801230","1880","Texas","480","De Witt","1230","De Witt",0,27,73,260,191,484,75,44,270451
"G4801250","1880","Texas","480","Dickens","1250","Dickens",0,0,0,0,0,0,0,0,0
"G4801270","1880","Texas","480","Dimmit","1270","Dimmit",0,2,2,7,0,6,2,3,26914
"G4801290","1880","Texas","480","Donley","1290","Donley",0,0,0,1,0,5,1,0,32275
"G4801310","1880","Texas","480","Duval","1310","Duval",0,2,0,1,1,74,16,74,51144
"G4801330","1880","Texas","480","Eastland","1330","Eastland",0,3,18,36,46,435,7,4,72951
"G4801370","1880","Texas","480","Edwards","1370","Edwards",0,12,1,1,2,10,0,1,930
"G4801390","1880","Texas","480","Ellis","1390","Ellis",0,16,83,881,788,1048,53,15,1385680
"G4801410","1880","Texas","480","El Paso","1410","El Paso",0,43,63,95,36,34,6,2,86160
"G4801415","1880","Texas","480","Encinal","1415","Encinal",0,0,0,0,3,43,24,29,208054
"G4801430","1880","Texas","480","Erath","1430","Erath",1,39,128,272,252,922,32,22,260507
"G4801450","1880","Texas","480","Falls","1450","Falls",0,82,423,1027,335,544,51,30,839458
"G4801470","1880","Texas","480","Fannin","1470","Fannin",3,37,303,945,769,1036,63,25,1587011
"G4801490","1880","Texas","480","Fayette","1490","Fayette",0,64,310,1463,597,1025,89,46,1718394
"G4801510","1880","Texas","480","Fisher","1510","Fisher",0,0,3,0,0,0,0,0,1600
"G4801530","1880","Texas","480","Floyd","1530","Floyd",0,0,0,0,0,0,0,0,0
"G4801570","1880","Texas","480","Fort Bend","1570","Fort Bend",0,98,362,372,71,132,31,31,634167
"G4801590","1880","Texas","480","Franklin","1590","Franklin",0,6,64,145,125,337,25,4,279191
"G4801610","1880","Texas","480","Freestone","1610","Freestone",0,23,295,730,299,637,77,50,699583
"G4801630","1880","Texas","480","Frio","1630","Frio",0,12,14,22,14,139,11,22,72639
"G4801650","1880","Texas","480","Gaines","1650","Gaines",0,0,0,0,0,0,0,0,0
"G4801670","1880","Texas","480","Galveston","1670","Galveston",2,48,43,41,18,8,2,2,86865
"G4801690","1880","Texas","480","Garza","1690","Garza",0,0,0,0,0,0,0,0,0
"G4801710","1880","Texas","480","Gillespie","1710","Gillespie",0,8,16,70,73,389,69,46,113747
"G4801750","1880","Texas","480","Goliad","1750","Goliad",0,10,53,95,97,301,47,48,147067
"G4801770","1880","Texas","480","Gonzales","1770","Gonzales",0,34,193,640,246,762,78,72,566869
"G4801790","1880","Texas","480","Gray","1790","Gray",0,0,0,1,0,0,1,0,1200
"G4801810","1880","Texas","480","Grayson","1810","Grayson",2,92,428,1292,851,1074,42,18,1581376
"G4801830","1880","Texas","480","Gregg","1830","Gregg",0,27,142,350,148,303,18,11,276754
"G4801850","1880","Texas","480","Grimes","1850","Grimes",1,49,417,1109,375,659,53,32,849371
"G4801870","1880","Texas","480","Guadalupe","1870","Guadalupe",0,20,93,307,241,634,72,42,485359
"G4801890","1880","Texas","480","Hale","1890","Hale",0,0,0,0,0,0,0,0,0
"G4801910","1880","Texas","480","Hall","1910","Hall",0,0,0,0,0,0,0,0,0
"G4801930","1880","Texas","480","Hamilton","1930","Hamilton",0,19,46,110,116,606,35,17,123786
"G4801950","1880","Texas","480","Hansford","1950","Hansford",0,0,0,0,0,0,0,0,0
"G4801970","1880","Texas","480","Hardeman","1970","Hardeman",0,0,0,0,0,8,0,0,950
"G4801990","1880","Texas","480","Hardin","1990","Hardin",0,17,21,10,9,131,14,9,30298
"G4802010","1880","Texas","480","Harris","2010","Harris",2,77,190,190,170,310,51,29,342027
"G4802030","1880","Texas","480","Harrison","2030","Harrison",0,45,197,1227,410,733,92,44,948421
"G4802050","1880","Texas","480","Hartley","2050","Hartley",0,0,0,0,0,0,0,0,0
"G4802070","1880","Texas","480","Haskell","2070","Haskell",0,0,0,2,0,0,0,0,0
"G4802090","1880","Texas","480","Hays","2090","Hays",0,2,25,79,89,361,56,37,279182
"G4802110","1880","Texas","480","Hemphill","2110","Hemphill",0,1,3,8,2,0,0,0,2250
"G4802130","1880","Texas","480","Henderson","2130","Henderson",0,11,62,134,151,707,51,18,493732
"G4802150","1880","Texas","480","Hidalgo","2150","Hidalgo",0,11,4,4,6,28,14,50,41095
